t,pop,avg_viruses,virus_1_cnt,virus_1_genome
509,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
510,77,0.298701,23,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
511,77,0.285714,22,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
512,77,0.272727,21,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
513,76,0.263158,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
514,76,0.276316,21,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
515,75,0.266667,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
516,75,0.266667,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
517,75,0.266667,20,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
518,75,0.28,21,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
519,75,0.28,21,"0.376493,0.455278,0.318686,0.0401259,0.2874,0.107638,0.326029,0.209821,0.382662,0.396067,"
520,74,0.27027,20,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
521,74,0.27027,20,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
522,74,0.27027,20,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
523,74,0.256757,19,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
524,74,0.256757,19,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
525,74,0.256757,19,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
526,74,0.256757,19,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
527,74,0.256757,19,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
528,74,0.243243,18,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
529,74,0.243243,18,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
530,74,0.243243,18,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
531,74,0.243243,18,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
532,74,0.243243,18,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
533,74,0.22973,17,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
534,74,0.22973,17,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
535,74,0.22973,17,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
536,74,0.216216,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
537,74,0.216216,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
538,74,0.216216,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
539,74,0.216216,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
540,74,0.216216,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
541,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
542,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
543,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
544,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
545,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
546,73,0.205479,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
547,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
548,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
549,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
550,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
551,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
552,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
553,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
554,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
555,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
556,73,0.219178,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
557,73,0.205479,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
558,73,0.205479,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
559,73,0.205479,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
560,73,0.205479,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
561,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
562,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
563,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
564,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
565,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
566,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
567,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
568,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
569,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
570,73,0.191781,14,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
571,72,0.208333,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
572,72,0.208333,15,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
573,72,0.222222,16,"0.373219,0.460394,0.324078,0.0435096,0.308602,0.106889,0.320423,0.186751,0.39276,0.378627,"
574,72,0.194444,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
575,72,0.194444,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
576,72,0.208333,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
577,72,0.208333,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
578,72,0.208333,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
579,72,0.208333,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
580,72,0.208333,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
581,72,0.208333,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
582,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
583,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
584,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
585,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
586,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
587,71,0.211268,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
588,71,0.211268,15,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
589,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
590,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
591,71,0.197183,14,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
592,70,0.185714,13,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
593,70,0.185714,13,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
594,70,0.185714,13,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
595,70,0.185714,13,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
596,69,0.173913,12,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
597,69,0.15942,11,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
598,69,0.15942,11,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
599,69,0.15942,11,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
600,69,0.15942,11,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
601,69,0.144928,10,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
602,69,0.144928,10,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
603,69,0.144928,10,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
604,69,0.144928,10,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
605,69,0.144928,10,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
606,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
607,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
608,69,0.144928,10,"0.379831,0.456708,0.32449,0.0517792,0.289175,0.106404,0.321183,0.204799,0.380927,0.392456,"
609,69,0.144928,10,"0.379831,0.456708,0.32449,0.0517792,0.289175,0.106404,0.321183,0.204799,0.380927,0.392456,"
610,69,0.115942,8,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
611,69,0.115942,8,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
612,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
613,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
614,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
615,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
616,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
617,69,0.130435,9,"0.388056,0.448287,0.337995,0.0435281,0.292676,0.116872,0.313092,0.195609,0.389407,0.380882,"
618,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
619,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
620,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
621,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
622,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
623,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
624,69,0.15942,11,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
625,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
626,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
627,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
628,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
629,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
630,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
631,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
632,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
633,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
634,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
635,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
636,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
637,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
638,69,0.144928,10,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
639,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
640,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
641,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
642,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
643,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
644,69,0.130435,9,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
645,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
646,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
647,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
648,69,0.101449,7,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
649,69,0.101449,7,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
650,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
651,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
652,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
653,69,0.115942,8,"0.389786,0.44084,0.341246,0.0503856,0.302847,0.122541,0.307643,0.19286,0.382753,0.386869,"
654,69,0.101449,7,"0.376393,0.454792,0.320375,0.0486649,0.290608,0.106128,0.324795,0.203887,0.383259,0.396004,"
655,69,0.101449,7,"0.376393,0.454792,0.320375,0.0486649,0.290608,0.106128,0.324795,0.203887,0.383259,0.396004,"
656,69,0.101449,7,"0.376393,0.454792,0.320375,0.0486649,0.290608,0.106128,0.324795,0.203887,0.383259,0.396004,"
657,69,0.101449,7,"0.376393,0.454792,0.320375,0.0486649,0.290608,0.106128,0.324795,0.203887,0.383259,0.396004,"
658,69,0.101449,7,"0.376393,0.454792,0.320375,0.0486649,0.290608,0.106128,0.324795,0.203887,0.383259,0.396004,"
659,69,0.0869565,6,"0.369075,0.449128,0.31651,0.0355722,0.3045,0.120469,0.3313,0.197782,0.397053,0.383227,"
660,69,0.0724638,5,"0.369075,0.449128,0.31651,0.0355722,0.3045,0.120469,0.3313,0.197782,0.397053,0.383227,"
661,69,0.0724638,5,"0.369075,0.449128,0.31651,0.0355722,0.3045,0.120469,0.3313,0.197782,0.397053,0.383227,"
662,69,0.0724638,5,"0.369075,0.449128,0.31651,0.0355722,0.3045,0.120469,0.3313,0.197782,0.397053,0.383227,"
663,68,0.0588235,4,"0.369075,0.449128,0.31651,0.0355722,0.3045,0.120469,0.3313,0.197782,0.397053,0.383227,"
664,68,0.0735294,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
665,68,0.0735294,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
666,68,0.0735294,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
667,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
668,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
669,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
670,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
671,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
672,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
673,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
674,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
675,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
676,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
677,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
678,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
679,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
680,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
681,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
682,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
683,67,0.0597015,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
684,67,0.0746269,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
685,67,0.0746269,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
686,67,0.0746269,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
687,67,0.0746269,5,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
688,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
689,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
690,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
691,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
692,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
693,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
694,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
695,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
696,66,0.0606061,4,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
697,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
698,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
699,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
700,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
701,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
702,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
703,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
704,66,0.0454545,3,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
705,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
706,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
707,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
708,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
709,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
710,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
711,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
712,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
713,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
714,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
715,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
716,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
717,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
718,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
719,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
720,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
721,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
722,66,0.030303,2,"0.362596,0.453222,0.323154,0.0309242,0.30485,0.122276,0.323176,0.205109,0.39615,0.382619,"
